edad,genero,zona,promedio_calificaciones,tasa_asistencia,reprobaciones_previas,nivel_socioeconomico,educacion_padre,educacion_madre,trabaja_estudiante,distancia_escuela,acceso_internet,actividades_extracurriculares,apoyo_familiar,incidencias_disciplinarias,cambios_escuela,beca,desercion
19,F,Rural,69.3,84.1,2,Alto,Secundaria,Secundaria,0,5.6,1,0,Medio,0,0,0,0
19,F,Urbana,82.3,90.1,1,Bajo,Superior,Superior,1,2.3,1,1,Alto,1,0,0,1
14,M,Rural,69.9,83.3,1,Bajo,Secundaria,Secundaria,0,8.5,1,1,Medio,1,0,0,0
14,F,Urbana,84.5,92.7,1,Alto,Superior,Ninguno,0,0.6,1,1,Alto,0,0,0,0
15,M,Urbana,69.9,93.1,0,Bajo,Superior,Primaria,0,2.5,0,0,Medio,0,0,0,0
17,M,Rural,72.3,86.8,1,Alto,Primaria,Ninguno,0,5.9,1,0,Medio,1,0,0,1
16,M,Rural,78.4,72.7,1,Medio,Primaria,Superior,0,5.1,1,0,Medio,1,0,0,0
17,F,Urbana,70.6,92.5,0,Medio,Primaria,Secundaria,0,0.7,1,1,Medio,0,1,0,0
15,F,Rural,87.4,93.5,0,Medio,Ninguno,Secundaria,0,13.5,1,0,Alto,0,0,1,1
19,F,Urbana,65.5,100.0,0,Medio,Secundaria,Secundaria,0,13.3,1,0,Medio,0,1,0,0
16,M,Urbana,85.8,99.5,0,Bajo,Primaria,Superior,0,3.6,1,0,Alto,0,0,0,0
14,M,Rural,74.5,100.0,0,Alto,Superior,Superior,0,10.7,1,1,Alto,1,0,0,0
19,F,Rural,77.0,93.9,0,Alto,Secundaria,Secundaria,0,6.5,1,1,Alto,1,0,1,0
20,M,Urbana,67.1,75.3,3,Alto,Primaria,Primaria,1,2.6,1,0,Bajo,1,1,0,0
14,F,Urbana,61.2,81.5,1,Medio,Superior,Ninguno,0,2.0,0,1,Bajo,2,0,0,0
17,F,Urbana,73.7,92.3,0,Medio,Superior,Secundaria,0,1.1,1,1,Alto,0,0,0,1
19,F,Urbana,81.2,100.0,0,Medio,Secundaria,Secundaria,0,2.4,1,1,Alto,0,0,0,1
18,M,Rural,70.4,82.4,3,Bajo,Secundaria,Secundaria,0,6.7,1,0,Alto,1,0,1,0
19,M,Urbana,73.1,97.1,1,Medio,Superior,Primaria,0,4.3,1,1,Medio,0,0,0,0
16,M,Urbana,78.6,92.9,0,Medio,Secundaria,Secundaria,0,4.1,1,1,Alto,0,0,0,0
16,F,Urbana,87.8,96.7,0,Medio,Superior,Primaria,0,1.6,1,1,Alto,0,0,1,0
18,M,Urbana,69.2,77.5,1,Bajo,Ninguno,Primaria,0,2.0,1,1,Alto,0,0,1,1
15,F,Urbana,74.9,89.1,0,Medio,Secundaria,Superior,0,2.9,1,1,Medio,0,0,1,0
15,M,Rural,72.2,85.0,2,Medio,Secundaria,Secundaria,0,5.7,1,1,Bajo,1,0,0,0
18,M,Urbana,89.7,100.0,2,Medio,Ninguno,Primaria,0,2.7,1,1,Medio,0,0,0,0
18,M,Rural,79.5,98.0,2,Alto,Ninguno,Primaria,0,7.4,1,1,Medio,0,1,0,0
14,F,Urbana,74.8,94.5,2,Medio,Ninguno,Secundaria,0,4.3,1,1,Medio,1,1,0,0
17,F,Urbana,70.2,79.0,2,Bajo,Primaria,Primaria,0,3.2,0,0,Bajo,1,0,0,0
16,M,Urbana,84.0,91.3,0,Bajo,Ninguno,Primaria,0,2.1,1,0,Alto,1,0,0,0
17,F,Urbana,67.8,77.8,0,Medio,Primaria,Secundaria,0,1.0,0,1,Bajo,0,0,0,0
20,F,Urbana,68.8,87.8,2,Medio,Secundaria,Secundaria,1,1.1,1,1,Medio,2,1,0,0
14,F,Rural,100.0,93.5,0,Alto,Secundaria,Ninguno,0,5.7,1,1,Medio,0,0,0,0
20,F,Rural,76.0,89.3,3,Bajo,Secundaria,Secundaria,0,5.5,1,1,Alto,0,0,1,0
17,M,Urbana,66.6,96.6,0,Bajo,Secundaria,Secundaria,0,1.2,1,0,Medio,2,0,0,1
19,M,Urbana,76.5,100.0,0,Medio,Secundaria,Primaria,0,2.7,1,0,Medio,0,0,0,0
16,F,Rural,58.9,74.7,2,Medio,Ninguno,Primaria,0,4.4,1,1,Bajo,1,0,0,1
16,M,Urbana,80.0,91.7,2,Alto,Primaria,Primaria,0,2.3,1,1,Medio,1,0,0,0
19,M,Rural,72.7,86.7,1,Alto,Secundaria,Primaria,0,14.5,1,1,Medio,1,1,0,0
18,M,Urbana,75.4,86.8,1,Medio,Superior,Secundaria,0,9.4,1,0,Alto,1,0,0,0
15,F,Urbana,96.8,92.1,1,Alto,Secundaria,Secundaria,0,2.6,1,0,Medio,0,0,1,0
18,M,Urbana,57.5,60.9,3,Bajo,Secundaria,Superior,0,2.0,0,0,Bajo,3,2,0,0
19,M,Rural,85.3,99.5,0,Medio,Secundaria,Primaria,0,8.9,1,0,Alto,0,0,0,0
16,F,Urbana,62.4,82.4,1,Alto,Secundaria,Secundaria,0,0.3,0,0,Bajo,0,0,1,1
20,M,Rural,58.2,72.5,3,Medio,Secundaria,Secundaria,0,7.5,1,1,Bajo,3,0,0,0
18,M,Urbana,60.7,82.4,1,Alto,Ninguno,Secundaria,0,0.9,0,1,Medio,2,0,1,0
16,M,Urbana,71.8,85.3,3,Bajo,Primaria,Superior,1,2.1,1,1,Bajo,1,1,0,1
14,M,Rural,55.0,76.4,2,Bajo,Superior,Secundaria,0,6.4,1,0,Bajo,4,1,0,0
18,F,Urbana,93.1,100.0,0,Medio,Superior,Secundaria,0,1.0,1,1,Alto,0,0,0,1
15,F,Urbana,84.3,100.0,0,Alto,Primaria,Superior,0,10.6,1,0,Alto,0,0,1,0
19,M,Urbana,80.2,83.9,3,Bajo,Primaria,Superior,0,0.3,1,0,Alto,0,0,1,0
17,F,Rural,74.8,81.9,3,Alto,Primaria,Superior,0,13.2,1,0,Medio,1,0,1,1
17,F,Urbana,64.1,65.4,3,Bajo,Primaria,Primaria,1,4.0,1,1,Bajo,3,2,0,0
15,F,Urbana,89.8,100.0,0,Medio,Primaria,Ninguno,0,0.9,1,1,Alto,0,0,0,0
18,F,Rural,87.6,74.6,1,Medio,Secundaria,Primaria,1,7.9,1,1,Medio,0,0,1,0
15,F,Rural,54.2,62.8,3,Bajo,Ninguno,Secundaria,0,9.5,1,1,Bajo,3,2,1,1
16,M,Rural,79.0,77.7,2,Medio,Ninguno,Ninguno,0,6.8,1,0,Medio,1,1,1,1
19,M,Rural,72.4,81.5,1,Medio,Primaria,Primaria,1,11.3,0,0,Medio,1,0,0,0
20,F,Rural,77.0,80.2,1,Medio,Secundaria,Secundaria,0,5.4,1,1,Bajo,1,0,0,1
20,F,Urbana,68.0,73.5,3,Bajo,Primaria,Primaria,1,1.2,1,1,Medio,1,0,0,1
20,F,Urbana,88.0,98.4,1,Bajo,Primaria,Secundaria,0,0.9,0,0,Medio,0,0,0,1
17,M,Rural,61.4,85.6,1,Alto,Secundaria,Primaria,0,10.4,0,1,Medio,1,0,0,0
15,M,Rural,54.3,75.9,2,Medio,Secundaria,Superior,0,5.5,0,0,Bajo,4,2,0,0
19,F,Rural,65.8,88.7,1,Alto,Primaria,Primaria,0,8.5,1,1,Medio,2,1,1,0
19,M,Urbana,77.8,80.0,0,Medio,Secundaria,Secundaria,0,4.2,1,1,Bajo,0,1,0,1
20,F,Urbana,81.4,100.0,0,Alto,Primaria,Secundaria,0,2.0,0,0,Medio,0,0,0,1
18,F,Urbana,57.6,64.1,3,Bajo,Secundaria,Primaria,0,8.0,1,1,Bajo,1,0,0,0
14,F,Urbana,69.9,93.4,0,Medio,Primaria,Primaria,0,1.0,1,1,Medio,0,0,1,1
17,M,Urbana,74.2,93.8,0,Medio,Superior,Superior,0,1.5,1,1,Medio,0,0,0,0
17,F,Rural,46.7,67.3,4,Bajo,Superior,Secundaria,0,8.8,1,0,Medio,2,1,0,0
19,F,Urbana,69.2,75.8,2,Bajo,Secundaria,Ninguno,0,2.5,1,0,Bajo,1,0,0,0
16,F,Urbana,80.7,100.0,0,Medio,Superior,Secundaria,0,2.8,1,0,Medio,0,1,0,0
16,F,Urbana,92.0,99.1,0,Alto,Ninguno,Primaria,0,1.1,1,1,Alto,0,0,0,0
14,M,Urbana,70.7,84.7,2,Medio,Secundaria,Secundaria,1,0.3,0,0,Bajo,1,0,0,1
19,F,Rural,79.1,65.0,3,Bajo,Primaria,Secundaria,1,5.1,1,1,Medio,1,0,0,0
19,F,Urbana,69.8,71.5,2,Alto,Secundaria,Secundaria,0,0.2,0,1,Medio,2,1,0,0
14,F,Urbana,73.3,88.1,2,Bajo,Secundaria,Ninguno,0,1.5,0,1,Alto,1,0,1,0
17,F,Urbana,73.8,96.4,1,Bajo,Secundaria,Primaria,1,0.9,1,1,Medio,1,1,0,0
17,M,Urbana,83.0,83.5,1,Alto,Secundaria,Ninguno,0,0.4,1,1,Alto,0,0,1,0
17,F,Urbana,79.8,93.0,0,Medio,Superior,Primaria,0,2.0,1,1,Medio,0,0,0,0
20,M,Rural,75.1,84.0,0,Alto,Secundaria,Secundaria,0,6.6,1,0,Medio,0,1,0,0
15,M,Rural,89.0,99.6,2,Alto,Superior,Secundaria,0,5.2,0,0,Medio,1,0,0,0
16,F,Urbana,89.3,100.0,0,Medio,Superior,Ninguno,0,6.9,1,0,Medio,0,0,0,0
15,M,Urbana,53.4,79.1,2,Bajo,Secundaria,Ninguno,1,4.0,1,0,Bajo,1,0,0,0
15,M,Urbana,77.6,85.6,1,Bajo,Primaria,Secundaria,0,2.5,0,1,Medio,1,0,0,1
20,F,Urbana,78.2,75.5,1,Alto,Secundaria,Secundaria,0,1.6,1,1,Medio,1,1,0,0
20,F,Urbana,81.9,84.8,1,Alto,Secundaria,Superior,0,2.7,1,1,Medio,0,0,0,0
14,M,Rural,63.8,89.7,0,Medio,Superior,Primaria,0,5.6,0,0,Alto,1,0,0,0
18,M,Urbana,89.0,100.0,0,Medio,Ninguno,Primaria,1,1.0,1,1,Alto,0,0,1,0
15,M,Rural,61.5,68.0,4,Bajo,Primaria,Primaria,0,13.4,0,1,Bajo,2,1,0,0
15,F,Urbana,70.7,91.7,2,Bajo,Primaria,Secundaria,0,0.1,0,1,Alto,1,0,1,0
16,M,Rural,90.9,88.4,0,Alto,Primaria,Secundaria,0,11.2,1,0,Alto,0,0,0,0
15,F,Urbana,57.1,83.6,1,Bajo,Secundaria,Ninguno,0,3.8,1,1,Alto,0,0,1,0
17,F,Urbana,83.8,100.0,1,Medio,Ninguno,Ninguno,0,1.1,1,1,Alto,0,0,0,0
20,F,Urbana,76.8,90.0,0,Alto,Primaria,Secundaria,0,6.0,1,1,Medio,0,0,0,0
18,M,Rural,83.3,82.5,2,Medio,Secundaria,Primaria,0,9.3,1,1,Alto,2,0,0,0
19,F,Urbana,85.3,94.4,0,Medio,Primaria,Secundaria,0,4.4,1,1,Medio,0,0,0,1
17,M,Urbana,66.7,91.0,3,Bajo,Ninguno,Primaria,0,2.9,1,0,Alto,0,0,0,0
14,M,Urbana,71.4,72.6,2,Bajo,Secundaria,Primaria,0,1.5,1,0,Bajo,2,1,0,0
14,M,Urbana,46.7,80.0,2,Bajo,Secundaria,Primaria,0,3.2,1,1,Bajo,1,1,0,1
15,M,Urbana,63.5,71.5,4,Bajo,Secundaria,Superior,1,6.4,1,1,Medio,2,1,0,0
15,F,Urbana,61.1,81.4,3,Bajo,Secundaria,Ninguno,1,0.7,1,0,Medio,1,0,0,1
19,M,Urbana,75.0,99.2,0,Bajo,Superior,Primaria,1,4.2,1,0,Medio,1,0,1,0
19,F,Urbana,74.8,86.8,0,Bajo,Primaria,Superior,0,2.1,1,1,Alto,1,1,0,1
19,M,Rural,72.0,77.3,3,Bajo,Secundaria,Primaria,0,4.4,1,1,Bajo,1,0,0,1
18,M,Rural,89.3,71.4,2,Alto,Secundaria,Primaria,0,5.2,1,1,Bajo,2,0,0,0
17,M,Urbana,55.6,76.3,2,Bajo,Secundaria,Primaria,0,4.4,1,0,Medio,1,0,0,0
18,M,Urbana,81.6,100.0,0,Medio,Primaria,Secundaria,1,13.1,1,1,Bajo,0,0,0,0
16,M,Urbana,99.3,100.0,0,Alto,Primaria,Primaria,0,4.3,0,0,Medio,0,0,0,0
18,F,Urbana,62.2,80.2,3,Bajo,Ninguno,Superior,0,2.1,0,0,Alto,1,0,0,0
19,F,Urbana,77.5,93.7,0,Medio,Secundaria,Secundaria,0,1.2,1,1,Alto,0,0,0,0
19,M,Urbana,71.0,73.2,2,Alto,Secundaria,Secundaria,0,3.2,1,0,Bajo,1,0,0,1
18,F,Urbana,95.0,100.0,0,Medio,Primaria,Primaria,0,10.9,1,1,Medio,0,0,0,0
14,F,Rural,74.6,79.7,1,Bajo,Secundaria,Secundaria,0,9.8,0,1,Alto,1,0,0,0
19,M,Urbana,81.6,100.0,0,Medio,Secundaria,Superior,0,0.1,1,1,Medio,0,0,0,0
16,M,Rural,67.1,92.0,4,Medio,Secundaria,Superior,0,5.1,1,1,Alto,2,0,1,0
19,M,Urbana,95.7,100.0,0,Medio,Primaria,Ninguno,0,4.3,1,0,Medio,1,0,1,0
17,F,Urbana,56.0,70.4,2,Bajo,Superior,Secundaria,0,0.3,1,0,Alto,4,1,0,1
20,F,Urbana,57.9,90.0,1,Bajo,Secundaria,Secundaria,0,1.1,1,0,Bajo,0,1,1,1
16,M,Rural,57.7,72.1,2,Alto,Secundaria,Superior,1,8.3,0,1,Alto,2,0,1,0
20,F,Rural,58.5,59.8,2,Bajo,Secundaria,Primaria,0,5.3,1,0,Alto,3,1,0,0
19,F,Urbana,75.4,76.3,3,Bajo,Secundaria,Secundaria,0,2.4,0,1,Bajo,3,0,0,0
16,F,Urbana,70.2,95.1,0,Medio,Ninguno,Secundaria,0,0.9,0,1,Medio,0,0,0,0
17,M,Urbana,82.9,74.1,1,Alto,Superior,Superior,0,0.6,1,1,Medio,1,0,0,1
17,F,Urbana,70.6,54.6,4,Bajo,Primaria,Secundaria,0,8.9,1,1,Medio,2,1,1,1
19,F,Urbana,75.3,91.3,1,Bajo,Secundaria,Superior,0,1.3,1,1,Alto,2,0,0,0
18,F,Urbana,51.3,80.3,3,Medio,Superior,Primaria,0,6.0,0,1,Bajo,1,0,0,0
19,F,Urbana,73.3,100.0,0,Medio,Secundaria,Primaria,1,0.0,1,1,Medio,0,0,0,0
16,F,Rural,68.3,84.1,1,Medio,Secundaria,Primaria,0,7.4,1,1,Bajo,0,0,0,1
17,F,Urbana,91.5,91.6,1,Alto,Ninguno,Secundaria,0,8.3,1,1,Medio,0,0,1,1
17,M,Urbana,66.7,79.2,1,Bajo,Primaria,Primaria,0,7.2,1,1,Alto,3,1,0,1
20,M,Urbana,74.4,95.3,0,Bajo,Secundaria,Secundaria,1,2.4,1,1,Medio,0,0,0,1
16,M,Urbana,79.2,95.3,0,Medio,Ninguno,Superior,1,7.0,1,1,Medio,0,2,0,0
18,M,Urbana,52.3,70.4,4,Bajo,Ninguno,Superior,0,0.8,1,1,Bajo,1,1,0,1
14,F,Rural,77.8,90.2,0,Medio,Superior,Secundaria,0,11.3,0,1,Alto,0,0,0,1
19,F,Rural,71.9,96.3,1,Medio,Primaria,Secundaria,0,8.8,1,0,Medio,0,0,1,0
16,F,Urbana,91.9,85.6,1,Bajo,Primaria,Ninguno,1,0.6,1,0,Medio,2,1,1,1
16,F,Rural,59.6,69.9,3,Medio,Primaria,Secundaria,0,9.8,1,0,Medio,1,0,0,1
18,M,Urbana,85.9,81.5,1,Bajo,Secundaria,Secundaria,0,0.6,1,0,Alto,1,0,0,0
17,M,Urbana,67.0,86.4,2,Medio,Primaria,Secundaria,0,0.7,1,0,Alto,0,0,0,0
19,F,Urbana,86.3,100.0,0,Medio,Secundaria,Primaria,0,5.4,1,1,Medio,1,0,0,0
17,M,Urbana,86.1,100.0,0,Medio,Secundaria,Ninguno,0,1.4,1,0,Medio,0,0,0,1
17,F,Urbana,63.1,71.9,3,Bajo,Ninguno,Secundaria,0,3.0,1,1,Bajo,3,1,0,0
14,M,Rural,82.4,100.0,0,Alto,Primaria,Secundaria,0,5.0,0,1,Medio,0,0,0,0
14,M,Urbana,85.9,94.9,1,Alto,Ninguno,Superior,0,3.2,1,1,Medio,0,0,1,0
16,F,Rural,75.9,83.5,2,Alto,Secundaria,Secundaria,0,7.4,1,1,Alto,0,0,0,0
20,F,Rural,73.8,88.2,0,Alto,Ninguno,Superior,0,9.7,0,1,Medio,1,0,0,1
20,F,Rural,60.5,76.1,2,Bajo,Primaria,Secundaria,0,5.9,0,0,Medio,2,0,0,1
18,M,Urbana,70.9,86.0,1,Medio,Primaria,Secundaria,0,4.7,0,1,Bajo,0,0,1,1
18,F,Rural,61.7,65.4,3,Bajo,Primaria,Secundaria,0,9.5,1,1,Bajo,2,1,0,1
16,F,Urbana,84.3,100.0,0,Alto,Secundaria,Primaria,0,1.8,1,1,Alto,0,0,0,0
15,F,Urbana,73.6,80.8,2,Bajo,Primaria,Primaria,0,2.2,0,1,Alto,1,0,0,1
14,M,Urbana,54.7,81.5,2,Bajo,Superior,Superior,0,3.5,1,0,Medio,1,0,0,0
16,M,Rural,61.7,69.3,1,Medio,Ninguno,Primaria,0,6.9,1,1,Medio,2,0,0,0
16,F,Urbana,80.9,87.9,1,Bajo,Secundaria,Secundaria,0,1.2,1,0,Medio,0,2,1,1
15,M,Urbana,56.3,78.0,0,Medio,Secundaria,Primaria,0,0.8,1,1,Bajo,0,0,1,0
15,F,Rural,71.8,72.7,3,Bajo,Ninguno,Secundaria,1,8.4,1,0,Bajo,2,1,0,0
14,M,Urbana,70.2,85.2,1,Medio,Secundaria,Primaria,0,5.3,1,0,Bajo,0,0,0,0
18,M,Rural,86.9,75.1,1,Alto,Superior,Secundaria,0,7.2,1,1,Alto,0,1,0,0
20,F,Urbana,77.0,82.8,3,Medio,Secundaria,Secundaria,1,2.4,1,1,Bajo,3,0,0,0
18,M,Urbana,58.6,53.6,3,Bajo,Superior,Primaria,1,5.7,0,0,Medio,2,2,1,0
17,M,Urbana,74.9,90.1,0,Bajo,Secundaria,Secundaria,0,6.2,0,1,Medio,1,0,0,0
16,F,Urbana,82.0,84.1,1,Bajo,Primaria,Superior,0,0.1,0,1,Medio,2,1,0,0
16,M,Urbana,72.5,78.5,4,Bajo,Superior,Secundaria,1,1.6,1,0,Bajo,2,2,0,0
14,F,Urbana,89.4,87.6,0,Medio,Primaria,Superior,0,7.8,1,0,Alto,0,0,0,0
18,M,Urbana,86.8,88.6,1,Bajo,Secundaria,Secundaria,1,8.8,1,1,Medio,0,0,1,0
17,F,Rural,57.4,82.1,3,Bajo,Secundaria,Secundaria,1,11.3,1,1,Alto,1,0,0,1
14,M,Rural,58.5,69.6,3,Bajo,Superior,Secundaria,0,7.2,1,1,Medio,3,1,0,1
16,M,Urbana,72.5,100.0,0,Alto,Superior,Superior,0,2.4,1,1,Medio,0,0,0,0
15,F,Urbana,67.5,100.0,1,Bajo,Ninguno,Secundaria,0,0.6,0,1,Alto,1,0,1,0
15,F,Urbana,74.6,82.5,3,Bajo,Secundaria,Primaria,0,1.7,1,1,Medio,0,0,0,0
18,M,Rural,69.9,87.7,2,Medio,Primaria,Superior,1,6.0,1,1,Bajo,0,2,0,0
17,F,Rural,66.1,75.3,3,Bajo,Secundaria,Superior,0,8.8,1,0,Alto,1,0,0,1
18,M,Urbana,72.6,78.4,0,Alto,Secundaria,Secundaria,0,0.8,1,1,Medio,1,0,0,1
18,M,Urbana,65.9,88.8,2,Bajo,Primaria,Primaria,0,0.7,1,1,Medio,1,0,0,0
20,F,Rural,100.0,98.8,0,Medio,Secundaria,Secundaria,0,6.2,1,1,Alto,0,0,0,0
19,F,Rural,74.9,82.9,2,Medio,Primaria,Secundaria,0,14.4,1,0,Medio,0,0,0,0
18,M,Urbana,71.0,89.7,0,Alto,Secundaria,Primaria,0,2.8,1,0,Medio,0,0,1,0
20,F,Rural,80.2,95.9,0,Medio,Superior,Secundaria,0,9.8,1,1,Medio,1,0,1,1
17,M,Urbana,96.0,95.6,0,Medio,Secundaria,Secundaria,0,2.3,1,0,Medio,0,0,1,1
20,M,Urbana,85.7,81.5,0,Medio,Secundaria,Primaria,0,3.1,1,0,Medio,0,0,0,1
19,M,Rural,72.9,96.0,0,Medio,Ninguno,Secundaria,0,7.6,0,1,Medio,1,0,0,0
18,M,Urbana,63.9,74.4,1,Medio,Primaria,Primaria,1,1.1,0,0,Bajo,1,0,0,0
20,F,Urbana,67.6,85.7,1,Medio,Ninguno,Secundaria,0,1.8,1,1,Alto,1,0,0,0
17,M,Rural,62.9,73.5,3,Medio,Primaria,Ninguno,0,6.5,1,1,Bajo,2,0,0,0
19,M,Rural,57.3,77.5,2,Bajo,Primaria,Secundaria,0,9.6,1,1,Bajo,3,2,0,0
15,F,Urbana,60.1,85.2,2,Bajo,Secundaria,Primaria,0,3.9,1,0,Alto,0,0,1,1
20,F,Urbana,77.2,92.3,0,Medio,Secundaria,Superior,0,4.4,1,1,Alto,0,0,0,0
18,M,Rural,79.0,78.3,0,Bajo,Primaria,Secundaria,0,7.0,1,0,Alto,0,0,0,0
19,F,Urbana,67.1,96.7,1,Medio,Secundaria,Primaria,0,0.7,1,1,Medio,1,0,0,0
17,M,Rural,65.7,84.4,3,Bajo,Superior,Superior,0,10.6,1,1,Medio,1,0,0,0
20,F,Rural,90.3,99.9,1,Medio,Primaria,Secundaria,0,8.2,0,1,Alto,0,0,0,0
14,F,Urbana,100.0,100.0,0,Medio,Secundaria,Secundaria,0,9.7,1,1,Medio,0,0,0,0
14,M,Urbana,72.9,82.8,1,Medio,Ninguno,Superior,0,8.9,0,1,Bajo,0,0,0,0
17,M,Rural,77.5,84.0,2,Medio,Secundaria,Superior,0,5.6,0,1,Bajo,1,0,0,1
19,F,Rural,66.5,72.6,1,Bajo,Secundaria,Secundaria,0,6.1,1,0,Alto,3,0,0,1
19,M,Urbana,79.4,93.7,0,Bajo,Ninguno,Superior,0,0.2,1,1,Medio,0,0,0,0
17,M,Urbana,73.4,100.0,0,Medio,Primaria,Primaria,0,3.2,1,1,Medio,0,0,0,1
18,F,Rural,77.7,90.5,0,Alto,Superior,Primaria,0,10.3,1,1,Medio,0,0,1,0
17,M,Urbana,89.6,89.6,0,Medio,Primaria,Ninguno,0,1.6,1,0,Alto,0,0,0,0
20,F,Urbana,71.0,100.0,0,Medio,Secundaria,Primaria,0,2.1,1,1,Medio,0,0,0,0
18,F,Rural,72.4,84.2,0,Medio,Secundaria,Secundaria,0,12.5,1,0,Medio,0,0,0,0
16,M,Rural,64.7,65.5,3,Medio,Primaria,Primaria,0,6.7,0,0,Alto,1,0,0,0
20,M,Rural,72.1,74.3,2,Medio,Secundaria,Secundaria,0,5.1,1,0,Bajo,2,1,0,1
14,F,Rural,81.7,91.3,0,Medio,Secundaria,Ninguno,0,15.6,1,0,Medio,0,0,0,0
20,M,Urbana,77.9,87.4,3,Bajo,Ninguno,Primaria,0,0.0,1,0,Bajo,1,0,0,0
15,M,Rural,85.2,82.1,2,Bajo,Superior,Secundaria,0,16.9,1,1,Medio,1,0,0,1
16,M,Urbana,72.5,100.0,0,Medio,Primaria,Ninguno,0,5.9,1,0,Bajo,0,1,0,0
19,F,Urbana,67.8,86.9,1,Medio,Secundaria,Secundaria,0,1.0,1,1,Medio,0,0,0,0
19,M,Rural,70.0,75.4,1,Medio,Primaria,Secundaria,0,5.1,0,1,Bajo,1,0,0,0
20,F,Rural,74.4,78.4,2,Bajo,Ninguno,Secundaria,0,8.0,1,0,Alto,3,1,1,1
19,M,Rural,48.5,73.1,3,Bajo,Secundaria,Superior,0,5.0,1,1,Medio,3,1,1,0
18,F,Urbana,87.0,99.8,0,Medio,Secundaria,Superior,0,0.9,1,0,Medio,0,0,0,0
16,F,Rural,67.6,81.7,1,Bajo,Primaria,Ninguno,0,8.0,1,1,Medio,1,0,0,0
14,M,Urbana,80.2,82.8,1,Alto,Secundaria,Secundaria,0,2.6,0,1,Alto,0,0,0,0
14,F,Rural,71.6,69.2,3,Bajo,Secundaria,Primaria,1,11.9,1,1,Medio,1,0,0,0
16,M,Rural,65.3,87.0,2,Medio,Primaria,Primaria,0,9.6,1,0,Bajo,2,0,0,1
14,M,Urbana,71.2,74.0,3,Medio,Secundaria,Secundaria,0,1.8,1,0,Bajo,3,0,0,1
17,F,Rural,57.8,73.0,2,Bajo,Secundaria,Secundaria,1,7.4,1,0,Alto,2,2,0,1
19,F,Urbana,76.8,72.5,3,Bajo,Secundaria,Superior,0,1.2,1,0,Alto,2,0,1,0
20,F,Rural,71.6,72.1,4,Bajo,Secundaria,Secundaria,0,6.7,0,0,Medio,2,1,0,0
17,M,Rural,61.1,60.2,3,Bajo,Secundaria,Secundaria,0,10.5,1,1,Bajo,2,2,0,0
20,M,Rural,61.6,83.9,2,Bajo,Superior,Secundaria,1,11.7,1,1,Medio,2,0,1,0
20,M,Urbana,79.7,100.0,0,Medio,Secundaria,Ninguno,0,2.0,1,0,Medio,0,0,1,0
20,M,Urbana,73.7,80.7,4,Bajo,Primaria,Ninguno,0,0.1,1,0,Medio,3,0,0,1
17,M,Rural,70.7,83.1,2,Medio,Primaria,Secundaria,0,5.5,0,0,Bajo,4,0,0,1
16,F,Rural,66.3,88.2,0,Bajo,Superior,Secundaria,0,7.4,1,1,Medio,0,0,1,1
20,M,Rural,79.3,83.1,2,Alto,Superior,Ninguno,0,5.3,1,1,Medio,2,0,0,0
15,F,Urbana,77.2,100.0,0,Medio,Primaria,Primaria,0,4.0,1,1,Alto,0,0,0,0
16,M,Urbana,81.5,92.9,0,Alto,Secundaria,Primaria,0,1.9,1,1,Bajo,0,0,0,0
14,M,Rural,53.7,85.0,1,Alto,Primaria,Secundaria,1,10.1,1,1,Alto,1,0,0,0
19,M,Rural,63.5,65.2,2,Bajo,Superior,Primaria,0,5.4,1,1,Medio,2,1,0,1
18,M,Urbana,81.2,100.0,1,Medio,Superior,Primaria,0,4.9,1,1,Medio,0,0,0,0
14,M,Urbana,72.0,100.0,0,Bajo,Secundaria,Ninguno,0,0.8,1,1,Alto,0,0,0,0
15,M,Urbana,80.0,86.8,0,Alto,Primaria,Primaria,0,0.4,1,1,Medio,0,0,0,0
17,F,Urbana,60.4,82.0,1,Medio,Superior,Secundaria,1,2.4,1,1,Bajo,2,0,1,0
17,F,Urbana,78.1,93.9,0,Medio,Ninguno,Superior,0,5.8,1,1,Medio,1,0,0,0
19,M,Urbana,74.4,81.3,0,Alto,Primaria,Primaria,0,0.0,0,1,Alto,1,0,1,1
15,M,Urbana,69.1,93.4,0,Alto,Primaria,Secundaria,1,11.3,1,1,Medio,0,0,1,0
20,M,Rural,68.7,77.8,0,Alto,Secundaria,Secundaria,1,5.4,0,1,Medio,0,1,0,1
17,M,Rural,65.3,81.2,1,Bajo,Secundaria,Secundaria,1,10.1,0,1,Medio,0,0,0,0
19,M,Rural,78.8,78.6,1,Bajo,Primaria,Primaria,0,6.8,1,0,Medio,2,1,0,1
15,M,Urbana,70.1,73.5,5,Bajo,Primaria,Ninguno,0,14.0,1,1,Bajo,1,0,1,0
14,F,Urbana,95.9,87.9,0,Medio,Secundaria,Superior,0,5.3,1,0,Alto,1,0,1,0
14,M,Urbana,72.0,86.2,1,Medio,Ninguno,Superior,0,1.5,1,1,Medio,0,0,0,1
16,M,Urbana,75.2,100.0,1,Bajo,Primaria,Primaria,0,4.3,1,1,Medio,1,2,0,1
20,M,Urbana,89.4,100.0,0,Medio,Primaria,Secundaria,0,2.2,1,1,Medio,0,0,0,0
14,F,Rural,66.6,74.6,3,Bajo,Primaria,Ninguno,0,7.0,1,1,Alto,1,0,0,0
